# ground truth trajectory
# file: 'rgbd_dataset_freiburg3_structure_texture_near.bag'
# timestamp tx ty tz qx qy qz qw
1341839327.8752 -1.9022 2.1183 0.8780 0.3360 0.8062 -0.4575 -0.1668
1341839327.8853 -1.9022 2.1183 0.8781 0.3359 0.8060 -0.4579 -0.1670
1341839327.8953 -1.9022 2.1182 0.8780 0.3361 0.8059 -0.4580 -0.1668
1341839327.9053 -1.9022 2.1181 0.8780 0.3363 0.8060 -0.4577 -0.1667
1341839327.9153 -1.9023 2.1180 0.8779 0.3365 0.8057 -0.4580 -0.1670
1341839327.9252 -1.9023 2.1180 0.8778 0.3368 0.8059 -0.4574 -0.1670
1341839327.9375 -1.9023 2.1180 0.8778 0.3367 0.8060 -0.4571 -0.1672
1341839327.9453 -1.9023 2.1180 0.8778 0.3369 0.8060 -0.4570 -0.1675
1341839327.9552 -1.9023 2.1180 0.8778 0.3370 0.8059 -0.4569 -0.1679
1341839327.9652 -1.9023 2.1180 0.8778 0.3370 0.8058 -0.4570 -0.1680
1341839327.9752 -1.9023 2.1179 0.8778 0.3371 0.8055 -0.4575 -0.1681
1341839327.9852 -1.9024 2.1177 0.8777 0.3371 0.8051 -0.4581 -0.1683
1341839327.9953 -1.9023 2.1177 0.8778 0.3377 0.8050 -0.4579 -0.1679
1341839328.0052 -1.9024 2.1177 0.8779 0.3377 0.8049 -0.4582 -0.1680
1341839328.0158 -1.9023 2.1176 0.8779 0.3377 0.8051 -0.4579 -0.1677
1341839328.0253 -1.9023 2.1176 0.8779 0.3380 0.8051 -0.4577 -0.1677
1341839328.0353 -1.9023 2.1175 0.8778 0.3380 0.8052 -0.4574 -0.1680
1341839328.0452 -1.9023 2.1175 0.8777 0.3378 0.8054 -0.4571 -0.1684
1341839328.0555 -1.9023 2.1175 0.8776 0.3375 0.8054 -0.4572 -0.1687
1341839328.0653 -1.9023 2.1175 0.8776 0.3373 0.8052 -0.4574 -0.1692
1341839328.0752 -1.9022 2.1175 0.8776 0.3372 0.8052 -0.4574 -0.1692
1341839328.0852 -1.9022 2.1175 0.8776 0.3373 0.8051 -0.4576 -0.1693
1341839328.0952 -1.9021 2.1175 0.8776 0.3371 0.8052 -0.4577 -0.1688
1341839328.1052 -1.9021 2.1175 0.8776 0.3373 0.8052 -0.4576 -0.1687
1341839328.1152 -1.9021 2.1175 0.8775 0.3380 0.8051 -0.4573 -0.1685
1341839328.1252 -1.9020 2.1175 0.8775 0.3382 0.8054 -0.4568 -0.1680
1341839328.1353 -1.9020 2.1175 0.8774 0.3384 0.8055 -0.4566 -0.1680
1341839328.1452 -1.9020 2.1175 0.8773 0.3386 0.8057 -0.4561 -0.1680
1341839328.1552 -1.9020 2.1176 0.8773 0.3387 0.8059 -0.4555 -0.1684
1341839328.1653 -1.9020 2.1176 0.8772 0.3386 0.8060 -0.4553 -0.1688
1341839328.1753 -1.9019 2.1175 0.8771 0.3386 0.8060 -0.4552 -0.1691
1341839328.1855 -1.9019 2.1175 0.8771 0.3386 0.8060 -0.4551 -0.1693
1341839328.1952 -1.9019 2.1176 0.8770 0.3381 0.8060 -0.4553 -0.1694
1341839328.2053 -1.9018 2.1175 0.8770 0.3380 0.8059 -0.4557 -0.1693
1341839328.2152 -1.9015 2.1176 0.8770 0.3374 0.8063 -0.4556 -0.1685
1341839328.2252 -1.9014 2.1176 0.8770 0.3369 0.8064 -0.4560 -0.1684
1341839328.2381 -1.9013 2.1175 0.8770 0.3366 0.8067 -0.4559 -0.1677
1341839328.2452 -1.9010 2.1174 0.8771 0.3370 0.8079 -0.4534 -0.1677
1341839328.2552 -1.9010 2.1173 0.8771 0.3370 0.8079 -0.4534 -0.1678
1341839328.2652 -1.9010 2.1172 0.8770 0.3368 0.8081 -0.4531 -0.1683
1341839328.2754 -1.9009 2.1172 0.8770 0.3368 0.8081 -0.4529 -0.1686
1341839328.2852 -1.9009 2.1172 0.8771 0.3366 0.8080 -0.4531 -0.1691
1341839328.2953 -1.9010 2.1173 0.8770 0.3367 0.8078 -0.4531 -0.1695
1341839328.3052 -1.9010 2.1172 0.8771 0.3370 0.8075 -0.4535 -0.1695
1341839328.3152 -1.9011 2.1171 0.8770 0.3373 0.8073 -0.4536 -0.1695
1341839328.3253 -1.9010 2.1171 0.8770 0.3375 0.8074 -0.4535 -0.1690
1341839328.3353 -1.9010 2.1170 0.8770 0.3380 0.8074 -0.4534 -0.1685
1341839328.3452 -1.9010 2.1170 0.8770 0.3384 0.8075 -0.4530 -0.1682
1341839328.3552 -1.9012 2.1169 0.8769 0.3385 0.8074 -0.4530 -0.1682
1341839328.3666 -1.9011 2.1169 0.8769 0.3387 0.8077 -0.4523 -0.1681
1341839328.3752 -1.9011 2.1168 0.8769 0.3388 0.8078 -0.4520 -0.1682
1341839328.3852 -1.9011 2.1168 0.8769 0.3386 0.8077 -0.4522 -0.1687
1341839328.3952 -1.9010 2.1169 0.8769 0.3385 0.8076 -0.4523 -0.1691
1341839328.4052 -1.9009 2.1169 0.8769 0.3384 0.8077 -0.4522 -0.1692
1341839328.4152 -1.9008 2.1169 0.8769 0.3381 0.8077 -0.4526 -0.1690
1341839328.4253 -1.9007 2.1169 0.8769 0.3379 0.8076 -0.4529 -0.1689
1341839328.4353 -1.9007 2.1168 0.8769 0.3379 0.8076 -0.4529 -0.1689
1341839328.4452 -1.9006 2.1168 0.8769 0.3378 0.8076 -0.4530 -0.1687
1341839328.4552 -1.9006 2.1169 0.8769 0.3379 0.8076 -0.4529 -0.1689
1341839328.4652 -1.9006 2.1169 0.8769 0.3380 0.8075 -0.4527 -0.1694
1341839328.4752 -1.9007 2.1169 0.8769 0.3380 0.8073 -0.4529 -0.1699
1341839328.4852 -1.9006 2.1170 0.8769 0.3383 0.8074 -0.4525 -0.1700
1341839328.4953 -1.9007 2.1169 0.8767 0.3374 0.8069 -0.4543 -0.1693
1341839328.5053 -1.9005 2.1169 0.8767 0.3386 0.8074 -0.4525 -0.1693
1341839328.5152 -1.9003 2.1169 0.8767 0.3386 0.8078 -0.4522 -0.1686
1341839328.5252 -1.9002 2.1169 0.8766 0.3383 0.8079 -0.4521 -0.1685
1341839328.5352 -1.9001 2.1169 0.8766 0.3382 0.8081 -0.4520 -0.1681
1341839328.5452 -1.9000 2.1169 0.8765 0.3381 0.8083 -0.4518 -0.1680
1341839328.5553 -1.8999 2.1169 0.8764 0.3377 0.8084 -0.4518 -0.1684
1341839328.5664 -1.8998 2.1170 0.8764 0.3375 0.8085 -0.4517 -0.1687
1341839328.5752 -1.8996 2.1171 0.8764 0.3374 0.8082 -0.4519 -0.1693
1341839328.5855 -1.8994 2.1172 0.8763 0.3380 0.8080 -0.4517 -0.1697
1341839328.5952 -1.8993 2.1172 0.8763 0.3378 0.8079 -0.4520 -0.1699
1341839328.6052 -1.8992 2.1171 0.8763 0.3380 0.8078 -0.4521 -0.1698
1341839328.6152 -1.8992 2.1172 0.8763 0.3382 0.8078 -0.4521 -0.1695
1341839328.6253 -1.8990 2.1172 0.8763 0.3385 0.8081 -0.4517 -0.1685
1341839328.6352 -1.8990 2.1171 0.8763 0.3387 0.8082 -0.4515 -0.1681
1341839328.6452 -1.8989 2.1172 0.8763 0.3390 0.8084 -0.4509 -0.1679
1341839328.6564 -1.8989 2.1172 0.8763 0.3390 0.8086 -0.4508 -0.1677
1341839328.6654 -1.8989 2.1172 0.8763 0.3390 0.8084 -0.4508 -0.1683
1341839328.6753 -1.8988 2.1173 0.8764 0.3392 0.8084 -0.4504 -0.1688
1341839328.6852 -1.8989 2.1173 0.8765 0.3393 0.8081 -0.4506 -0.1697
1341839328.6952 -1.8990 2.1173 0.8763 0.3387 0.8071 -0.4529 -0.1697
1341839328.7052 -1.8990 2.1174 0.8764 0.3389 0.8070 -0.4529 -0.1700
1341839328.7152 -1.8991 2.1175 0.8764 0.3391 0.8067 -0.4532 -0.1699
1341839328.7252 -1.8991 2.1174 0.8764 0.3395 0.8066 -0.4532 -0.1695
1341839328.7391 -1.8991 2.1173 0.8764 0.3396 0.8068 -0.4530 -0.1689
1341839328.7452 -1.8989 2.1172 0.8766 0.3406 0.8078 -0.4506 -0.1686
1341839328.7552 -1.8988 2.1172 0.8766 0.3406 0.8083 -0.4498 -0.1680
1341839328.7663 -1.8988 2.1172 0.8767 0.3407 0.8085 -0.4495 -0.1680
1341839328.7752 -1.8987 2.1172 0.8767 0.3403 0.8086 -0.4494 -0.1684
1341839328.7853 -1.8987 2.1172 0.8766 0.3401 0.8084 -0.4496 -0.1694
1341839328.7955 -1.8988 2.1174 0.8765 0.3391 0.8074 -0.4518 -0.1702
1341839328.8053 -1.8988 2.1175 0.8765 0.3389 0.8071 -0.4523 -0.1708
1341839328.8153 -1.8988 2.1176 0.8766 0.3390 0.8069 -0.4525 -0.1712
1341839328.8252 -1.8989 2.1177 0.8766 0.3390 0.8066 -0.4529 -0.1715
1341839328.8353 -1.8989 2.1177 0.8766 0.3394 0.8065 -0.4529 -0.1711
1341839328.8452 -1.8989 2.1177 0.8766 0.3398 0.8065 -0.4527 -0.1708
1341839328.8552 -1.8988 2.1177 0.8767 0.3401 0.8067 -0.4525 -0.1701
1341839328.8653 -1.8988 2.1176 0.8767 0.3405 0.8069 -0.4518 -0.1696
1341839328.8753 -1.8988 2.1175 0.8767 0.3407 0.8072 -0.4513 -0.1694
1341839328.8854 -1.8987 2.1175 0.8767 0.3408 0.8076 -0.4505 -0.1691
1341839328.8953 -1.8987 2.1175 0.8768 0.3408 0.8079 -0.4500 -0.1694
1341839328.9053 -1.8987 2.1175 0.8769 0.3407 0.8079 -0.4499 -0.1697
1341839328.9152 -1.8987 2.1175 0.8769 0.3406 0.8077 -0.4501 -0.1705
1341839328.9254 -1.8986 2.1176 0.8770 0.3403 0.8075 -0.4505 -0.1710
1341839328.9353 -1.8987 2.1175 0.8771 0.3403 0.8068 -0.4515 -0.1713
1341839328.9458 -1.8988 2.1176 0.8771 0.3404 0.8061 -0.4527 -0.1715
1341839328.9553 -1.8988 2.1176 0.8772 0.3405 0.8058 -0.4532 -0.1716
1341839328.9653 -1.8987 2.1176 0.8771 0.3406 0.8057 -0.4534 -0.1713
1341839328.9752 -1.8987 2.1176 0.8772 0.3404 0.8060 -0.4531 -0.1710
1341839328.9852 -1.8986 2.1175 0.8771 0.3405 0.8064 -0.4522 -0.1709
1341839328.9953 -1.8985 2.1175 0.8771 0.3406 0.8069 -0.4514 -0.1708
1341839329.0053 -1.8985 2.1176 0.8771 0.3406 0.8073 -0.4506 -0.1710
1341839329.0159 -1.8985 2.1175 0.8771 0.3409 0.8073 -0.4503 -0.1712
1341839329.0253 -1.8985 2.1175 0.8772 0.3412 0.8070 -0.4505 -0.1714
1341839329.0354 -1.8986 2.1174 0.8772 0.3416 0.8064 -0.4511 -0.1719
1341839329.0453 -1.8987 2.1175 0.8772 0.3417 0.8062 -0.4513 -0.1720
1341839329.0553 -1.8987 2.1175 0.8772 0.3419 0.8059 -0.4517 -0.1720
1341839329.0654 -1.8986 2.1175 0.8772 0.3420 0.8058 -0.4518 -0.1719
1341839329.0752 -1.8985 2.1175 0.8771 0.3419 0.8059 -0.4517 -0.1718
1341839329.0852 -1.8985 2.1175 0.8771 0.3421 0.8062 -0.4512 -0.1718
1341839329.1007 -1.8983 2.1175 0.8770 0.3417 0.8066 -0.4508 -0.1716
1341839329.1052 -1.8981 2.1175 0.8769 0.3415 0.8069 -0.4503 -0.1719
1341839329.1152 -1.8980 2.1175 0.8769 0.3412 0.8071 -0.4501 -0.1721
1341839329.1254 -1.8978 2.1175 0.8769 0.3411 0.8073 -0.4498 -0.1721
1341839329.1353 -1.8977 2.1175 0.8769 0.3410 0.8071 -0.4502 -0.1722
1341839329.1453 -1.8976 2.1174 0.8769 0.3410 0.8069 -0.4505 -0.1724
1341839329.1553 -1.8976 2.1173 0.8770 0.3413 0.8064 -0.4509 -0.1727
1341839329.1684 -1.8976 2.1173 0.8770 0.3417 0.8061 -0.4512 -0.1727
1341839329.1753 -1.8976 2.1172 0.8770 0.3424 0.8058 -0.4510 -0.1730
1341839329.1853 -1.8976 2.1171 0.8769 0.3431 0.8056 -0.4509 -0.1734
1341839329.1953 -1.8976 2.1170 0.8768 0.3437 0.8051 -0.4512 -0.1734
1341839329.2052 -1.8974 2.1170 0.8768 0.3447 0.8051 -0.4506 -0.1732
1341839329.2165 -1.8974 2.1169 0.8767 0.3451 0.8051 -0.4503 -0.1730
1341839329.2253 -1.8972 2.1169 0.8765 0.3454 0.8053 -0.4498 -0.1730
1341839329.2352 -1.8969 2.1167 0.8763 0.3454 0.8054 -0.4497 -0.1727
1341839329.2453 -1.8967 2.1167 0.8761 0.3449 0.8058 -0.4493 -0.1728
1341839329.2553 -1.8964 2.1166 0.8760 0.3447 0.8061 -0.4489 -0.1729
1341839329.2653 -1.8961 2.1165 0.8759 0.3448 0.8061 -0.4488 -0.1730
1341839329.2754 -1.8960 2.1165 0.8758 0.3447 0.8058 -0.4493 -0.1735
1341839329.2853 -1.8956 2.1164 0.8756 0.3449 0.8055 -0.4496 -0.1737
1341839329.2965 -1.8954 2.1165 0.8755 0.3447 0.8052 -0.4501 -0.1740
1341839329.3053 -1.8952 2.1164 0.8754 0.3451 0.8051 -0.4499 -0.1743
1341839329.3152 -1.8949 2.1163 0.8752 0.3454 0.8048 -0.4501 -0.1744
1341839329.3253 -1.8945 2.1163 0.8749 0.3459 0.8050 -0.4494 -0.1741
1341839329.3355 -1.8942 2.1163 0.8747 0.3461 0.8052 -0.4491 -0.1738
1341839329.3453 -1.8940 2.1161 0.8745 0.3460 0.8054 -0.4488 -0.1735
1341839329.3553 -1.8935 2.1161 0.8743 0.3471 0.8055 -0.4480 -0.1729
1341839329.3653 -1.8931 2.1160 0.8740 0.3473 0.8057 -0.4477 -0.1725
1341839329.3752 -1.8927 2.1159 0.8738 0.3475 0.8057 -0.4476 -0.1724
1341839329.3853 -1.8923 2.1157 0.8736 0.3476 0.8058 -0.4474 -0.1725
1341839329.4013 -1.8919 2.1158 0.8734 0.3476 0.8061 -0.4469 -0.1724
1341839329.4052 -1.8915 2.1158 0.8733 0.3476 0.8063 -0.4464 -0.1727
1341839329.4152 -1.8913 2.1158 0.8731 0.3475 0.8057 -0.4471 -0.1737
1341839329.4257 -1.8910 2.1157 0.8730 0.3476 0.8054 -0.4473 -0.1745
1341839329.4353 -1.8907 2.1157 0.8729 0.3477 0.8049 -0.4477 -0.1754
1341839329.4452 -1.8904 2.1158 0.8726 0.3483 0.8042 -0.4482 -0.1764
1341839329.4552 -1.8899 2.1157 0.8725 0.3489 0.8041 -0.4481 -0.1760
1341839329.4653 -1.8894 2.1156 0.8722 0.3493 0.8040 -0.4480 -0.1755
1341839329.4753 -1.8889 2.1156 0.8721 0.3500 0.8045 -0.4471 -0.1743
1341839329.4852 -1.8885 2.1154 0.8719 0.3503 0.8049 -0.4465 -0.1732
1341839329.4953 -1.8880 2.1153 0.8717 0.3506 0.8053 -0.4456 -0.1731
1341839329.5052 -1.8876 2.1152 0.8716 0.3504 0.8058 -0.4447 -0.1735
1341839329.5152 -1.8872 2.1152 0.8714 0.3500 0.8061 -0.4440 -0.1747
1341839329.5253 -1.8869 2.1151 0.8712 0.3494 0.8060 -0.4440 -0.1764
1341839329.5353 -1.8864 2.1152 0.8711 0.3486 0.8058 -0.4442 -0.1784
1341839329.5453 -1.8860 2.1151 0.8711 0.3476 0.8058 -0.4444 -0.1798
1341839329.5553 -1.8854 2.1150 0.8712 0.3472 0.8055 -0.4448 -0.1810
1341839329.5652 -1.8849 2.1149 0.8713 0.3470 0.8053 -0.4450 -0.1817
1341839329.5752 -1.8843 2.1148 0.8713 0.3468 0.8050 -0.4455 -0.1822
1341839329.5852 -1.8838 2.1145 0.8714 0.3473 0.8048 -0.4456 -0.1821
1341839329.5953 -1.8833 2.1143 0.8716 0.3483 0.8049 -0.4450 -0.1811
1341839329.6053 -1.8827 2.1138 0.8718 0.3489 0.8051 -0.4442 -0.1809
1341839329.6152 -1.8821 2.1134 0.8720 0.3495 0.8055 -0.4429 -0.1813
1341839329.6253 -1.8817 2.1131 0.8721 0.3496 0.8052 -0.4431 -0.1819
1341839329.6352 -1.8810 2.1125 0.8724 0.3499 0.8054 -0.4420 -0.1830
1341839329.6452 -1.8805 2.1120 0.8725 0.3498 0.8052 -0.4417 -0.1848
1341839329.6552 -1.8798 2.1115 0.8728 0.3502 0.8051 -0.4412 -0.1861
1341839329.6653 -1.8790 2.1108 0.8731 0.3502 0.8046 -0.4414 -0.1873
1341839329.6753 -1.8783 2.1101 0.8733 0.3506 0.8032 -0.4429 -0.1889
1341839329.6853 -1.8773 2.1094 0.8737 0.3512 0.8026 -0.4435 -0.1893
1341839329.6953 -1.8765 2.1086 0.8741 0.3515 0.8017 -0.4447 -0.1894
1341839329.7053 -1.8756 2.1078 0.8744 0.3517 0.8012 -0.4455 -0.1895
1341839329.7154 -1.8746 2.1068 0.8746 0.3520 0.8007 -0.4461 -0.1896
1341839329.7258 -1.8735 2.1059 0.8749 0.3522 0.8011 -0.4451 -0.1899
1341839329.7361 -1.8724 2.1050 0.8752 0.3523 0.8014 -0.4443 -0.1905
1341839329.7452 -1.8714 2.1040 0.8755 0.3523 0.8013 -0.4440 -0.1915
1341839329.7554 -1.8703 2.1030 0.8757 0.3527 0.8009 -0.4438 -0.1928
1341839329.7653 -1.8691 2.1021 0.8761 0.3530 0.8005 -0.4439 -0.1938
1341839329.7753 -1.8679 2.1011 0.8765 0.3533 0.7999 -0.4445 -0.1944
1341839329.7853 -1.8667 2.1000 0.8768 0.3535 0.7991 -0.4456 -0.1947
1341839329.7952 -1.8651 2.0989 0.8771 0.3536 0.7985 -0.4467 -0.1947
1341839329.8053 -1.8637 2.0978 0.8775 0.3539 0.7979 -0.4476 -0.1944
1341839329.8154 -1.8622 2.0967 0.8778 0.3539 0.7978 -0.4478 -0.1946
1341839329.8252 -1.8606 2.0957 0.8780 0.3536 0.7979 -0.4475 -0.1949
1341839329.8356 -1.8590 2.0946 0.8781 0.3532 0.7979 -0.4474 -0.1961
1341839329.8452 -1.8573 2.0935 0.8780 0.3531 0.7981 -0.4464 -0.1975
1341839329.8553 -1.8556 2.0924 0.8781 0.3531 0.7978 -0.4465 -0.1986
1341839329.8653 -1.8539 2.0912 0.8782 0.3534 0.7975 -0.4464 -0.1994
1341839329.8752 -1.8522 2.0902 0.8785 0.3537 0.7977 -0.4458 -0.1997
1341839329.8854 -1.8503 2.0889 0.8787 0.3545 0.7970 -0.4464 -0.1996
1341839329.8986 -1.8480 2.0877 0.8788 0.3567 0.7967 -0.4452 -0.1997
1341839329.9055 -1.8463 2.0865 0.8790 0.3557 0.7966 -0.4466 -0.1986
1341839329.9152 -1.8447 2.0853 0.8792 0.3560 0.7967 -0.4462 -0.1987
1341839329.9253 -1.8429 2.0840 0.8793 0.3556 0.7965 -0.4467 -0.1991
1341839329.9376 -1.8409 2.0828 0.8795 0.3556 0.7963 -0.4465 -0.2002
1341839329.9452 -1.8386 2.0816 0.8797 0.3557 0.7960 -0.4465 -0.2012
1341839329.9552 -1.8362 2.0805 0.8800 0.3562 0.7958 -0.4460 -0.2025
1341839329.9653 -1.8340 2.0792 0.8800 0.3559 0.7957 -0.4459 -0.2033
1341839329.9753 -1.8318 2.0779 0.8800 0.3559 0.7955 -0.4463 -0.2034
1341839329.9853 -1.8295 2.0765 0.8801 0.3561 0.7950 -0.4469 -0.2038
1341839329.9954 -1.8272 2.0751 0.8803 0.3568 0.7946 -0.4469 -0.2039
1341839330.0053 -1.8247 2.0738 0.8804 0.3572 0.7946 -0.4468 -0.2036
1341839330.0152 -1.8222 2.0723 0.8806 0.3576 0.7946 -0.4466 -0.2033
1341839330.0253 -1.8198 2.0711 0.8805 0.3579 0.7944 -0.4464 -0.2038
1341839330.0352 -1.8175 2.0697 0.8805 0.3581 0.7943 -0.4462 -0.2044
1341839330.0453 -1.8151 2.0684 0.8804 0.3584 0.7946 -0.4451 -0.2051
1341839330.0552 -1.8120 2.0670 0.8805 0.3600 0.7946 -0.4435 -0.2058
1341839330.0652 -1.8095 2.0653 0.8805 0.3604 0.7944 -0.4432 -0.2065
1341839330.0753 -1.8078 2.0638 0.8804 0.3589 0.7940 -0.4447 -0.2072
1341839330.0852 -1.8055 2.0623 0.8803 0.3587 0.7941 -0.4446 -0.2076
1341839330.0953 -1.8029 2.0606 0.8803 0.3590 0.7942 -0.4444 -0.2070
1341839330.1053 -1.7998 2.0591 0.8802 0.3604 0.7941 -0.4432 -0.2076
1341839330.1152 -1.7981 2.0573 0.8800 0.3590 0.7938 -0.4449 -0.2076
1341839330.1252 -1.7952 2.0555 0.8799 0.3601 0.7939 -0.4438 -0.2074
1341839330.1353 -1.7934 2.0538 0.8799 0.3585 0.7939 -0.4451 -0.2076
1341839330.1453 -1.7906 2.0520 0.8799 0.3601 0.7936 -0.4439 -0.2084
1341839330.1552 -1.7889 2.0502 0.8797 0.3588 0.7932 -0.4453 -0.2092
1341839330.1652 -1.7861 2.0484 0.8797 0.3605 0.7930 -0.4440 -0.2099
1341839330.1753 -1.7846 2.0465 0.8795 0.3597 0.7928 -0.4451 -0.2099
1341839330.1853 -1.7816 2.0448 0.8796 0.3621 0.7925 -0.4437 -0.2097
1341839330.1953 -1.7793 2.0431 0.8798 0.3628 0.7926 -0.4431 -0.2094
1341839330.2053 -1.7772 2.0412 0.8798 0.3637 0.7917 -0.4441 -0.2089
1341839330.2152 -1.7749 2.0391 0.8797 0.3642 0.7914 -0.4446 -0.2085
1341839330.2253 -1.7728 2.0372 0.8798 0.3643 0.7914 -0.4443 -0.2086
1341839330.2383 -1.7707 2.0354 0.8797 0.3644 0.7910 -0.4446 -0.2092
1341839330.2453 -1.7688 2.0335 0.8798 0.3645 0.7905 -0.4452 -0.2100
1341839330.2552 -1.7667 2.0315 0.8798 0.3651 0.7900 -0.4454 -0.2104
1341839330.2654 -1.7647 2.0296 0.8799 0.3655 0.7896 -0.4456 -0.2106
1341839330.2753 -1.7628 2.0276 0.8799 0.3658 0.7891 -0.4463 -0.2106
1341839330.2861 -1.7608 2.0258 0.8798 0.3663 0.7893 -0.4457 -0.2103
1341839330.2952 -1.7589 2.0238 0.8799 0.3674 0.7888 -0.4457 -0.2101
1341839330.3052 -1.7569 2.0217 0.8799 0.3680 0.7887 -0.4458 -0.2095
1341839330.3153 -1.7551 2.0198 0.8801 0.3684 0.7887 -0.4454 -0.2094
1341839330.3252 -1.7532 2.0179 0.8800 0.3687 0.7887 -0.4453 -0.2091
1341839330.3352 -1.7515 2.0159 0.8801 0.3683 0.7886 -0.4457 -0.2095
1341839330.3459 -1.7498 2.0140 0.8802 0.3683 0.7882 -0.4459 -0.2105
1341839330.3553 -1.7480 2.0122 0.8801 0.3684 0.7879 -0.4455 -0.2120
1341839330.3704 -1.7465 2.0103 0.8801 0.3684 0.7875 -0.4456 -0.2132
1341839330.3753 -1.7447 2.0085 0.8802 0.3684 0.7876 -0.4451 -0.2143
1341839330.3852 -1.7431 2.0064 0.8804 0.3689 0.7869 -0.4456 -0.2149
1341839330.3952 -1.7414 2.0046 0.8803 0.3692 0.7867 -0.4456 -0.2151
1341839330.4053 -1.7396 2.0026 0.8802 0.3697 0.7867 -0.4454 -0.2146
1341839330.4152 -1.7378 2.0007 0.8803 0.3704 0.7868 -0.4450 -0.2138
1341839330.4253 -1.7360 1.9988 0.8804 0.3709 0.7871 -0.4446 -0.2127
1341839330.4353 -1.7341 1.9967 0.8804 0.3708 0.7870 -0.4453 -0.2117
1341839330.4456 -1.7323 1.9948 0.8804 0.3704 0.7878 -0.4447 -0.2110
1341839330.4552 -1.7305 1.9928 0.8805 0.3699 0.7886 -0.4433 -0.2118
1341839330.4653 -1.7290 1.9909 0.8804 0.3698 0.7885 -0.4428 -0.2132
1341839330.4752 -1.7276 1.9890 0.8803 0.3694 0.7881 -0.4428 -0.2155
1341839330.4853 -1.7262 1.9873 0.8804 0.3692 0.7879 -0.4422 -0.2174
1341839330.4955 -1.7248 1.9854 0.8804 0.3695 0.7871 -0.4425 -0.2192
1341839330.5053 -1.7235 1.9834 0.8804 0.3703 0.7860 -0.4432 -0.2204
